CNPJ;Nome;Site;Perfil;Código
00832453000184;CSHG  DI FI RF CURTO PRAZO;;SEGMENTO BALCAO;08282.00-2
00832588000140;FI RENDA FIXA BRB LIQUIDEZ;;SEGMENTO BALCAO;24248.00-6
00832696000112;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FUNDACOES RENDA FIXA;;SEGMENTO BALCAO;22728.00-9
00833458000121;FUNDO DE INVESTIMENTO MULTIMERCADO TRIUNFO;;SEGMENTO BALCAO;01436.00-6
00836258000122;FIM CHALLENGER;;SEGMENTO BALCAO;25628.00-3
00836263000135;BV EAGLE RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;43578.00-1
00838266000108;BANESTES VITORIA 500 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REF DI;;SEGMENTO BALCAO;29548.00-0
00838269000141;BANESTES INVEST MONEY FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;29558.00-7
00838868000165;ITAU PRIVATE SPECIAL MULTIMERCADO CP FI;;SEGMENTO BALCAO;27978.00-5
00840011000180;BTG PACTUAL YIELD DI FI RENDA FIXA REFERENCIADO CREDITO PRIVADO;;SEGMENTO BALCAO;41558.00-9
00842960000107;BB BESC RENDA FIXA PREMIUM FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;44498.00-1
00845661000118;OFFICE TOTAL S.A.;;SEGMENTO BALCAO;47531.40-8
00852311000189;BB TOP DI RF REFERENCIADO DI LONGO PRAZO FI;;SEGMENTO BALCAO;19638.00-9
00856171000117;SAM FUNDO DE INVESTIMENTO E MULTIMERCADO;;SEGMENTO BALCAO;45068.00-7
00856751000104;NUCLEOS V WESTERN ASSET ALM FIF RENDA FIXA LONGO PRAZO - RESP LTDA;;SEGMENTO BALCAO;80128.00-5
00856755000192;SANTANDER RENDA FIXA REFERENCIADO DI MAIS FIC FI;;SEGMENTO BALCAO;10983.00-7
00857361000159;BANPARA FUNDO DE INVESTIMENTO RENDA FIXA TRADICIONAL;;SEGMENTO BALCAO;25748.00-0
00864214000106;ENERGISA SA;;SEGMENTO BALCAO;01885.41-3
00869687000104;CCLA DE BOA ESPERANCA LTDA - SICOOB BELCREDI;;SEGMENTO BALCAO;06251.00-4
00873894000124;LETS RENT A CAR S/A;;SEGMENTO BALCAO;18842.40-1
00885758000154;SANTANDER PB JATOBA RENDA FIXA CP FI;;SEGMENTO BALCAO;50738.00-9
00885762000112;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO TITULOS PUBLICOS;;SEGMENTO BALCAO;44908.00-3
00888897000131;BTG PACTUAL HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;41538.00-5
00889819000151;FUNDO DE PENSAO MULT DA OAB SECAO DO PARANA E DA CAIXA DE ASSIST DOS ADVOGADOS DO PR;;SEGMENTO BALCAO;34273.70-0
00893531000150;FAPA SENIOR FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;65578.00-3
00902484000164;ITAU INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIC FI;;SEGMENTO BALCAO;43288.00-9
00904728000148;VYTTRA DIAGNOSTICOS S.A.;;SEGMENTO BALCAO;56244.40-1
00905036000114;ICATU ASSESSORIA S/A;;SEGMENTO BALCAO;39486.40-6
00913443000173;RENAULT DO BRASIL S.A.;;SEGMENTO BALCAO;23280.40-5
00924429000175;FERROVIA CENTRO ATLANTICA S/A;;SEGMENTO BALCAO;45795.40-4
00929735000102;MOMBAI COMERCIAL LTDA ME;;SEGMENTO BALCAO;47627.00-6
00938574000105;CONCESSIONARIA RIO - TERESOPOLIS S/A;;SEGMENTO BALCAO;39069.41-4
00947763000144;FUNDACAO DE ASSISTENCIA SOCIAL E SEGURIDADE DA EMBASA - FABASA;;SEGMENTO BALCAO;68529.71-2
00947958000194;OPPORTUNITY MARKET FIC DE FIM;;SEGMENTO BALCAO;46878.00-7
00952415000165;COOPERATIVA DE CREDITO DO SERVIDOR FEDERAL LTDA - SICOOB CREDFAZ SERVIDOR FEDERAL;;SEGMENTO BALCAO;28221.00-5
00954288000133;FUNDO GARANTIDOR DE CREDITOS - FGC;;SEGMENTO BALCAO;01754.00-1
00966246000112;COOPERATIVA DE CREDITO CREDICERIPA SICOOB CREDICERIPA;;SEGMENTO BALCAO;20218.00-9
00968602000137;CCLA DO VALE DO SAO PATRICIO LTDA;;SEGMENTO BALCAO;21323.00-3
00970059000102;BRADESCO FI RF EMPRESA;;SEGMENTO BALCAO;46308.00-3
00970074000150;BRADESCO FI RF REFERENCIADO DI CP UNIAO;;SEGMENTO BALCAO;46318.00-0
00970542000197;TETRA PAK PREV - SOCIEDADE DE PREVIDENCIA PRIVADA;;SEGMENTO BALCAO;18024.70-0
00971300000118;COOPERATIVA DE CREDITO E INVESTIMENTO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;;SEGMENTO BALCAO;29674.00-8
00973117000151;ITAU INSTITUCIONAL MULTIMERCADO JUROS E MOEDAS FIC DE FI;;SEGMENTO BALCAO;43348.00-4
00973749000115;TOP SERVICE SERVICOS E SISTEMAS S/A;;SEGMENTO BALCAO;30596.40-5
00974211000125;LINHA AMARELA S/A - LAMSA;;SEGMENTO BALCAO;14350.40-9
00974902000129;FIVESTARS PREV FIM;;SEGMENTO BALCAO;41778.00-9
00975480000106;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;;SEGMENTO BALCAO;44848.00-8
00977449000104;GERDAU PREVIDENCIA FI RENDA FIXA CREDITO PRIVADO 1;;SEGMENTO BALCAO;41018.00-6
00991739000102;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DA REGIAO METROPOLITANA DE BELEM LTD;;SEGMENTO BALCAO;43847.00-0
00997185000150;BANCO B3 S.A.;;ADMINISTRADOR iMERCADO;1829
00997185000150;BANCO B3 S.A.;;AGENTE DE CUSTÓDIA;1829 - 2967
00997185000150;BANCO B3 S.A.;;CUSTODIANTE BALCÃO;2967
00997185000150;BANCO B3 S.A.;;EMITENTE DE GARANTIAS;10096
00997185000150;BANCO B3 S.A.;;ESCRITURADOR;2967
00997185000150;BANCO B3 S.A.;;GESTOR;50890
00997185000150;BANCO B3 S.A.;;LIQUIDANTE;2967 - 10096
00997185000150;BANCO B3 S.A.;;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50896
00997185000150;BANCO B3 S.A.;;PARTICIPANTE DE BALCÃO;2967
00997185000150;BANCO B3 S.A.;;PARTICIPANTE DE NEGOCIAÇÃO PLENO;500 - 50896
00997185000150;BANCO B3 S.A.;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;26760.00-1
00997804000107;BTG PACTUAL ADVISORS DTVM S.A;;AGENTE DE CUSTÓDIA;1106
00997804000107;BTG PACTUAL ADVISORS DTVM S.A;;PARTICIPANTE DE NEGOCIAÇÃO;1106
00997804000107;BTG PACTUAL ADVISORS DTVM S.A;;SEGMENTO BALCAO;17045.00-3
00998828000180;BOTICARIO PREV. SOC. PREV. PRIVADA;;GESTOR;4896
00998828000180;BOTICARIO PREV. SOC. PREV. PRIVADA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;68259.70-7
00999403000196;INDUSTRIAL DO BRASIL DTVM LTDA;;SEGMENTO BALCAO;36043.00-0
01009908000129;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;;SEGMENTO BALCAO;30797.00-8
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;CUSTODIANTE BALCÃO;1230
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;EMITENTE DE GARANTIAS;10747
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;GESTOR;50054
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;LIQUIDANTE;10202
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;MEMBRO DE COMPENSAÇÃO;123
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50054
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;PARTICIPANTE DE BALCÃO;1230
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;PARTICIPANTE DE LIQUIDAÇÃO ;1230
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;PARTICIPANTE DE NEGOCIAÇÃO PLENO;50054
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;SEGMENTO BALCAO,PARTICIPANTE DE CCP;77470.00-3
01027058000191;CIELO S.A.;;SEGMENTO BALCAO;21057.40-3
01029782000154;UNIMED ESTANCIAS PAULISTAS OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA;;SEGMENTO BALCAO;11934.70-1
01034817000143;FATOR ORE ASSET GESTORA DE RECURSOS LTDA;;GESTOR;71007
01034817000143;FATOR ORE ASSET GESTORA DE RECURSOS LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;53816.00-7
01038051000175;CLUBE DE INVESTIMENTO SOL;;SEGMENTO BALCAO;04637.00-8
01039011000148;COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;;SEGMENTO BALCAO;27885.00-2
01045435000115;WESTERN ASSET MULTIRENDA 10 FIC FIM;;SEGMENTO BALCAO;27541.00-9
01045437000104;WESTERN ASSET MULTIRENDA 20 FIC FI MULTIMERCADO;;SEGMENTO BALCAO;27531.00-2
01060307000140;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA UNIAO DOS VALES DO PIRANGA MATIPO LTDA-SICOOB UNIAO;;SEGMENTO BALCAO;06057.00-2
01062439000101;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO;;SEGMENTO BALCAO;28377.00-7
01063897000165;ITAU SMALL CAP VALUATION FICFI EM ACOES;;SEGMENTO BALCAO;10428.00-5
01069185000153;IU BNP PARIBAS CORPORATE VI - FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;57828.00-8
01073966000111;COOPERATIVA DE CREDITO RURAL DE ABELARDO LUZ  SULCREDI/CREDILUZ;;SEGMENTO BALCAO;05150.00-3
01077727000130;MAIS VIDA PREVIDENCIA - ENTIDADE DE PREVIDENCIA  COMPLEMENTAR;;SEGMENTO BALCAO;14962.72-5
01083200000118;NEOENERGIA S/A;;SEGMENTO BALCAO;01037.41-2
01090027000185;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS  UNICRED MULTIPLO VALOR LTDA;;SEGMENTO BALCAO;27884.00-3
01098905000109;CAMARGO CORREA S/A;;SEGMENTO BALCAO;08553.40-1
01107327000120;BBM LOGISTICA S.A.;;SEGMENTO BALCAO;30846.40-9
01107772000190;CONCORDIA EXTRA FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;13208.00-2
01109184000195;UNIVERSO ONLINE S/A;;SEGMENTO BALCAO;14144.40-2
01115535000170;TESC - TERMINAL SANTA CATARINA S/A;;SEGMENTO BALCAO;34639.41-6
01116811000115;MODAL ADMINISTRADORA DE RECURSOS S.A.;;GESTOR;20716
01125282000116;PETROBAHIA S/A;www.petrobahia.com.br;GESTOR;71066
01125282000116;PETROBAHIA S/A;www.petrobahia.com.br;SEGMENTO BALCAO,PARTICIPANTE DE CCP;39164.00-3
01129004000137;ITAU EMPRESA TRUST RF REFERENCIADO DI FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;;SEGMENTO BALCAO;17170.00-2
01129017000106;ICATU FUNDO MULTIPATROCINADO;;SEGMENTO BALCAO;01675.74-0
01147626000198;MEL FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;25570.00-3
01147641000136;FI RF MAPFRE SOBERANO;;SEGMENTO BALCAO;27938.00-7
01149953000189;BV FINANCEIRA S/A CFI;;SEGMENTO BALCAO;10715.00-0
01152097000110;COOPERATIVA DE CREDITO CREDIMATA LTDA. - SICOOB CREDIMATA;;SEGMENTO BALCAO;27175.00-4
01155801000199;COOP DE CREDITO E INVESTIMENTO COM INTERACAO SOLIDARIA CENTRO SERRA - CRESOL CENTRO SERRA;;SEGMENTO BALCAO;28902.00-1
01157555000104;TENDA ATACADO S/A;;SEGMENTO BALCAO;23609.40-2
01165780000192;FI CAIXA MASTER PERSONALIZADO 50 RENDA FIXA LONGO PRAZO;;SEGMENTO BALCAO;10488.00-7
01165781000137;FI EM COTAS FI CAIXA EXECUTIVO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCAO;18238.00-8
01165792000117;FIC DE FI CAIXA FUNDACOES RF CP;;SEGMENTO BALCAO;08516.00-8
01167501000120;COOPERATIVA MISTA AGROPECUARIA DO VALE DO ARAGUAIA;;SEGMENTO BALCAO;41606.00-9
01171957000163;BRAM FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;49588.00-2
01180474000125;HYDE PARK S/A;;SEGMENTO BALCAO;32129.41-6
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;ADMINISTRADOR iMERCADO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;AGENTE DE CUSTÓDIA;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;CUSTODIANTE BALCÃO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;EMITENTE DE GARANTIAS;10748
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;LIQUIDANTE;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50087
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;PARTICIPANTE DE BALCÃO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;PARTICIPANTE DE NEGOCIAÇÃO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;PARTICIPANTE DE NEGOCIAÇÃO PLENO;50087
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;SEGMENTO BALCAO,PARTICIPANTE DE CCP;77480.00-0
01182491000100;OABPREV RS FUNDO DE PENSAO MULTIPATROCINADO DA ORDEM DOS ADVOGADOS DO BRASIL SECCIONAL RS;;SEGMENTO BALCAO;30971.70-7
01187338000167;BRASCAN IMOBILIARIA S/A;;SEGMENTO BALCAO;34869.43-7
01187961000110;COOPERATIVA DE CREDITO DO DISTRITO FEDERAL E ENTORNO LTDA - SICOOB CREDIBRASILIA;;SEGMENTO BALCAO;22421.00-7
01197545000100;BRADESCO FIC FI RENDA FIXA SATURNO;;SEGMENTO BALCAO;20928.00-7
01205736000169;C. C. SICOOB COSTA DO DESCOBRIMENTO LTDA;;SEGMENTO BALCAO;26674.00-1
01206480000104;ZURICH VIDA E PREVIDENCIA S/A;;SEGMENTO BALCAO;69799.70-9
01213774000163;SOUSA KUHN & ADVOGADOS ASSOCIADO;;SEGMENTO BALCAO;56937.00-0
01214092000175;BTG PACTUAL DISCOVERY FIM;;SEGMENTO BALCAO;47578.00-7
01222069000122;CIA SECURITIZADORA DE CREDITOS FINANCEIROS RUBI;;SEGMENTO BALCAO;03049.00-6
01225861000130;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;www.regius.org.br;GESTOR;20717
01225861000130;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;www.regius.org.br;SEGMENTO BALCAO,PARTICIPANTE DE CCP;37199.72-6
01231931000163;OMEGA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;29818.00-8
01235622000161;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO;;SEGMENTO BALCAO;64158.00-8
01256137000174;DISTRIBUIDORA RIO BRANCO DE PETROLEO LTDA;;SEGMENTO BALCAO;52250.00-4
01258944000126;RUMO MALHA SUL S.A.;;SEGMENTO BALCAO;35789.41-3
01258944000550;FERROVIA SUL ATLANTICO S/A;;SEGMENTO BALCAO;35239.43-7
01259518000107;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO SICOOB UNIMAIS CENTRO LESTE PAULISTA -SICOOB UNIMAIS CENTRO;;SEGMENTO BALCAO;12039.00-7
01271827000100;ITAU PRIVATE RENDA FIXA EXCELLENCE FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;27798.00-3
01280003000199;AGUAS DO PARAIBA S/A;;SEGMENTO BALCAO;20539.40-3
01284807000166;CONDOMINIUM VILLAGE S.A.;;SEGMENTO BALCAO;33979.41-4
01286361000109;UNIPRIME PIONEIRA COOPERATIVA DE CREDITO;;SEGMENTO BALCAO;26784.00-1
01294929000133;FINACAP INVESTIMENTOS LTDA;;GESTOR;21004
01294929000133;FINACAP INVESTIMENTOS LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;21807.00-0
01299649000118;CHEMITEC AGRO-VETERINARIA LTDA;;SEGMENTO BALCAO;36502.00-8
01317277000105;ITAPOA TERMINAIS PORTUARIOS S.A.;;SEGMENTO BALCAO;17443.40-9
01317309000172;DISTRIBUIDORA DE PRODUTOS DE PETROLEO CHARRUA LTDA;;SEGMENTO BALCAO;39121.00-8
01319044000141;WTC AMAZONAS SUITE HOTEL S.A;;SEGMENTO BALCAO;32319.40-8
01330295000127;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS NO ESTADO DO ESPIRITO SANTO;;SEGMENTO BALCAO;28457.00-6
01330387000107;CCR DE PEQUENOS AGRICULTORES E DA REFORMA AGRARIA DO CENTRO OESTE DO PARANA - CREHNOR LARANJEIRAS;;SEGMENTO BALCAO;28702.00-5
01335341000180;PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES;;SEGMENTO BALCAO;15504.41-2
01340937000179;GALVAO ENGENHARIA S/A;;SEGMENTO BALCAO;08948.43-2
01349050000141;ROBERTO CARMINATI PRODUCOES LTDA - ME;;SEGMENTO BALCAO;01080.44-5
01355994000121;ITA ENERGETICA S/A;;SEGMENTO BALCAO;35009.41-6
01361073000171;TOP RENDA MISTA CORP RF CREDITO PRIVADO LP FICFI;;SEGMENTO BALCAO;21982.00-4
01361074000116;TOP RENDA FIXA MIX CRED PRIV LP FIF RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;10378.00-7
01374196000147;COOPERATIVA DE CREDITO DE SAO FRANCISCO DE SALES LTDA  SICOOB CREDISALES;;SEGMENTO BALCAO;28447.00-9
01375954000141;PLANNER FIRF CP;;SEGMENTO BALCAO;50088.00-3
01378407000110;ALIANCA DO BRASIL SEGUROS S/A;;SEGMENTO BALCAO;58339.00-8
01380701000166;SANTANDER PB VII MULTIMERCADO CRED PRIV FI;;SEGMENTO BALCAO;22938.00-2
01382421000197;ALVORADA ADMINISTRADORA DE CARTOES LTDA.;;SEGMENTO BALCAO;27080.00-3
01389651000188;COOP DE CREDITO DE LIVRE ADMISSAO DE ASSOCIADOS DO PLANALTO CATARINENSE - SICOOB CREDIPLANALTO SC/RS;;SEGMENTO BALCAO;25309.00-9
01392020000118;BRADESCO FIC FIM PGBL/VGBL FUTURE COMPOSTO III;;SEGMENTO BALCAO;48498.00-7
01392021000162;BRADESCO H FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL/VGBL FUTURE;;SEGMENTO BALCAO;48518.00-4
01396770000168;MAPFRE RE DO BRASIL COMPANHIA DE RESSEGUROS;;SEGMENTO BALCAO;07658.70-9
01401771000153;COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA - CENTRAL CRESOL BASER;;SEGMENTO BALCAO;03238.00-6
01410032000128;BB CAP FI RENDA FIXA;;SEGMENTO BALCAO;19448.00-0
01413969000157;COMFRIO SOLUCOES LOGISTICAS S.  A.;;SEGMENTO BALCAO;38356.40-3
01417222000177;MRS LOGISTICA S/A;;SEGMENTO BALCAO;32409.43-5
01424041000178;BRADESCO FI RENDA FIXA AGUIA;;SEGMENTO BALCAO;64128.00-7
01430815000173;REASON S/A COML. IMPORTADORA E EXPORTAD;;SEGMENTO BALCAO;33639.41-7
01430938000104;BTG PACTUAL CAMBIAL FUNDO DE INVESTIMENTO CAMBIAL;;SEGMENTO BALCAO;41508.00-4
01432688000141;OBOE  CREDITO FINANCIAMENTO E INVESTIMENTO S/A - EM LIQUIDACAO EXTRAJUDICIAL;;SEGMENTO BALCAO;91145.96-7
01434078000187;RT SCALA RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;44238.00-3
01439107000101;BARRACRED - COOPERATIVA DE ECONOMIA E CREDITO MUTUO;;SEGMENTO BALCAO;11618.00-3
01447724000140;RONALDO DUQUE E ASSOCIADOS;;SEGMENTO BALCAO;39649.44-9
01464595000107;CSHG FI CAMBIAL;;SEGMENTO BALCAO;08283.00-1
01468419000135;EDELWEISS PRODUCOES ARTISTICAS LTDA;;SEGMENTO BALCAO;00942.44-3
01468594000122;LG INFORMATICA S.A;;SEGMENTO BALCAO;48615.40-2
01473536000197;ANANA PRODUCOES EVENTOS E ASSESSORIA DE MARKETING LTDA;;SEGMENTO BALCAO;99749.44-4
01490046000107;YUNY INCORPORADORA S/A;;SEGMENTO BALCAO;13817.41-7
01496940000186;BRAM H FUNDO DE INVESTIMENTO ACOES INSTITUCIONAL;;SEGMENTO BALCAO;58558.00-9
01504058000135;BCN BARCLAYS FDO MUTUO INV ACOES C.L.;;SEGMENTO BALCAO;10788.00-6
01506117000104;KUMMEL E KUMMEL ADVOGADOS ASSOCIADOS;;SEGMENTO BALCAO;41239.00-5
01508152000162;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ASSURANCE;;SEGMENTO BALCAO;55018.00-9
01522104000129;SOCIEDADE CIVIL FGV DE PREVIDENCIA PRIVADA;;SEGMENTO BALCAO;49566.70-1
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;ADMINISTRADOR DE CLUBES;1925
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;ADMINISTRADOR iMERCADO;251
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;AGENTE DE CUSTÓDIA;251 - 1094 - 1095 - 1096 - 1773
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;CUSTODIANTE BALCÃO;251 - 1773 - 1925
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;EMITENTE DE GARANTIAS;10752
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;ESCRITURADOR;1773
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;GESTOR;251
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;LIQUIDANTE;1925 - 10182
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;MEMBRO DE COMPENSAÇÃO;251
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50060
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;PARTICIPANTE DE BALCÃO;251 - 1773
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;PARTICIPANTE DE LIQUIDAÇÃO ;251 - 1094 - 1095 - 1096
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;PARTICIPANTE DE NEGOCIAÇÃO PLENO;50060
01522368000182;BANCO BNP PARIBAS BRASIL S/A;www.bnpparibas.com.br;SEGMENTO BALCAO,PARTICIPANTE DE CCP;77520.00-1
01526924000199;COOPERATIVA DE ECONOMIA E CREDITO MUTUO UNICRED HORIZONTES LTDA  UNICRED HORIZONTES;;SEGMENTO BALCAO;26501.00-2
01536201000170;TARGET D FI MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;45648.00-1
01541775000137;VALUE PREV SOCIEDADE PREVIDENCIARIA;;SEGMENTO BALCAO;35085.71-5
01543032000104;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;;SEGMENTO BALCAO;19631.40-8
01545826000107;GAFISA S/A;;SEGMENTO BALCAO;37855.40-0
01551272000142;ASA INDUSTRIA E COMERCIO LTDA;;SEGMENTO BALCAO;32278.40-8
01559914000150;SICOOB AC CREDI - COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO LESTE E NORDESTE MINEIRO LTDA;;SEGMENTO BALCAO;30874.00-0
01561279000145;BOMIX INDUSTRIA DE EMBALAGENS LTDA;;SEGMENTO BALCAO;52173.40-4
01562582000162;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO LONGO PRAZO ATIVO;;SEGMENTO BALCAO;44828.00-4
01571702000198;HALEX ISTAR INDUSTRIA FARMACEUTICA S.A.;;SEGMENTO BALCAO;42654.40-7
01572667000121;COOPERATIVA DE CREDITO UNIPRIME SUL LTDA;;SEGMENTO BALCAO;27681.00-0
01582075000190;RIO GRANDE SEGUROS E PREVIDENCIA S/A;;SEGMENTO BALCAO;69579.00-8
01582158000180;OPPORTUNITY DTVM LTDA;;SEGMENTO BALCAO;13633.00-0
01587403000141;BANESTES VIP DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;;SEGMENTO BALCAO;29538.00-3
01591499000111;TAG INVESTIMENTOS LTDA;;GESTOR;71048
01591499000111;TAG INVESTIMENTOS LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;53567.00-2
01591605000167;SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL FI;;SEGMENTO BALCAO;53738.00-6
01594327000100;RBS PREV-SOCIEDADE PREVIDENCIARIA;;SEGMENTO BALCAO;19240.74-1
01597187000115;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;10978.00-5
01597275000117;ITAU RENDA FIXA FLOOR FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;10968.00-8
01599101000193;SEQUOIA LOGISTICA E TRANSPORTES S.A;;SEGMENTO BALCAO;24979.40-9
01599296000171;CAIXA CAPITALIZACAO S/A;;SEGMENTO BALCAO;69159.70-3
01599628000118;ITAU CORP PLUS RENDA FIXA REFERENCIADO DI FIF CIC RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;08597.00-3
01600202000137;AMBAR URUGUAIANA ENERGIA S.A.;;SEGMENTO BALCAO;42954.40-6
01603578000103;ICATU VANGUARDA XI FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;40088.00-6
01604998000104;CCLA DO SUL DE MINAS LTDA - SICOOB CREDIVASS;;SEGMENTO BALCAO;06471.00-4
01605800000107;OLHAR IMAGINARIO LTDA;;SEGMENTO BALCAO;97689.44-1
